date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1971-01-01,3.12,0.17,1.30,NaN,NaN,0.27,3.72,11.94,292.67,4.96
1971-01-02,0.08,0.00,2.01,NaN,NaN,0.00,4.14,6.97,303.37,2.76
1971-01-03,0.00,0.06,1.41,NaN,NaN,0.06,3.67,15.81,282.67,3.49
1971-01-04,1.00,0.17,0.75,NaN,NaN,0.24,3.51,11.58,292.00,4.02
1971-01-05,1.51,0.08,0.91,NaN,NaN,0.14,3.80,10.66,297.03,4.78
1971-01-06,2.71,0.80,4.51,NaN,NaN,1.11,4.11,5.81,313.42,8.01
1971-01-07,0.08,0.00,6.08,NaN,NaN,0.00,6.73,19.56,304.49,11.07
1971-01-08,0.00,0.71,8.25,NaN,NaN,0.71,5.69,13.93,325.53,8.01
1971-01-09,0.00,0.81,9.37,NaN,NaN,0.81,6.33,12.09,337.36,11.26
1971-01-10,0.00,0.80,10.39,NaN,NaN,0.80,6.56,13.39,339.41,7.78
1971-01-11,0.00,0.00,6.42,NaN,NaN,0.00,5.91,16.15,315.10,5.77
1971-01-12,0.00,0.15,3.71,NaN,NaN,0.15,4.25,12.29,309.47,2.54
1971-01-13,0.12,0.00,3.87,NaN,NaN,0.00,5.06,6.64,313.89,2.09
1971-01-14,0.00,0.00,5.23,NaN,NaN,0.00,5.74,12.94,319.57,2.52
1971-01-15,0.00,0.00,4.18,NaN,NaN,0.00,4.84,13.61,312.21,1.50
1971-01-16,0.00,0.00,2.75,NaN,NaN,0.00,4.11,27.91,272.41,2.18
1971-01-17,0.19,0.18,3.78,NaN,NaN,0.27,4.53,14.11,309.87,4.47
1971-01-18,3.39,0.11,4.71,NaN,NaN,0.21,5.15,13.92,316.60,8.24
1971-01-19,0.17,0.20,5.50,NaN,NaN,0.30,5.02,28.02,290.33,6.21
1971-01-20,1.98,0.25,3.82,NaN,NaN,0.36,4.31,21.47,295.79,4.61
1971-01-21,17.07,0.00,3.47,NaN,NaN,0.00,5.03,7.98,312.15,8.77
1971-01-22,4.00,0.00,4.16,NaN,NaN,0.01,4.91,16.86,310.71,2.89
1971-01-23,4.61,0.08,4.42,NaN,NaN,0.14,5.01,20.90,305.11,6.91
1971-01-24,2.91,0.02,3.44,NaN,NaN,0.04,4.75,19.95,303.14,6.14
1971-01-25,2.84,0.00,3.94,NaN,NaN,0.00,5.66,14.09,315.23,4.14
1971-01-26,3.90,0.10,4.11,NaN,NaN,0.13,4.54,19.81,307.11,2.37
1971-01-27,2.63,0.00,4.13,NaN,NaN,0.00,5.10,9.27,315.04,2.97
1971-01-28,4.14,0.10,4.18,NaN,NaN,0.15,4.78,9.51,314.40,4.40
1971-01-29,6.51,0.06,3.13,NaN,NaN,0.09,4.42,20.05,305.07,2.59
1971-01-30,3.69,0.23,1.78,NaN,NaN,0.34,3.81,21.73,295.39,4.19
1971-01-31,0.52,0.62,0.84,NaN,NaN,0.97,3.33,29.54,277.87,10.37
1971-02-01,0.66,0.52,0.89,1.90,7.16,0.74,3.20,23.10,289.22,5.31
1971-02-02,0.47,0.92,4.73,1.71,6.45,1.26,4.22,20.13,314.02,9.23
1971-02-03,0.02,0.00,6.70,1.61,6.07,0.00,6.70,36.84,308.78,9.49
1971-02-04,0.00,0.31,7.06,1.48,5.56,0.31,5.45,44.21,298.11,4.39
1971-02-05,0.00,0.19,5.81,1.41,5.30,0.19,5.09,22.84,319.96,2.30
1971-02-06,0.00,0.51,5.62,1.37,5.18,0.51,4.65,21.82,319.88,4.02
1971-02-07,0.00,0.26,6.56,1.31,4.94,0.26,5.65,29.25,318.39,6.14
1971-02-08,0.00,0.49,6.98,1.25,4.71,0.49,5.43,36.07,312.47,6.04
1971-02-09,0.00,0.16,5.59,1.20,4.53,0.16,5.35,40.53,302.96,4.73
1971-02-10,0.00,0.74,6.08,1.16,4.38,0.74,4.74,46.40,296.91,6.78
1971-02-11,0.00,0.48,5.24,1.12,4.23,0.48,4.71,52.06,288.97,5.56
1971-02-12,0.15,0.44,6.15,1.10,4.13,0.65,5.38,46.52,302.19,9.73
1971-02-13,0.33,0.47,3.72,1.07,4.03,0.66,4.45,47.50,289.61,9.86
1971-02-14,0.13,0.80,2.46,1.04,3.91,1.07,3.57,63.31,265.82,8.55
1971-02-15,0.02,0.56,2.44,1.03,3.87,0.59,3.74,77.27,255.24,6.43
1971-02-16,0.06,0.39,-0.07,0.98,3.69,0.46,2.97,78.06,243.14,3.51
1971-02-17,8.84,0.15,0.68,1.00,3.75,0.23,3.80,42.24,284.76,4.41
1971-02-18,2.79,0.01,2.06,2.09,7.88,0.06,4.54,30.62,303.96,2.52
1971-02-19,0.64,0.56,3.04,1.50,5.64,0.72,3.63,79.65,260.74,3.66
1971-02-20,0.06,0.00,4.81,1.33,5.01,0.10,5.87,70.57,288.02,6.93
1971-02-21,0.11,0.77,5.01,1.19,4.49,0.96,4.45,76.78,277.81,6.89
1971-02-22,0.38,0.85,5.37,1.07,4.05,1.08,4.34,58.48,295.25,5.49
1971-02-23,0.16,0.48,6.81,1.03,3.87,0.59,5.54,40.65,321.13,5.47
1971-02-24,0.00,0.68,7.09,0.98,3.70,0.68,5.26,70.05,298.67,4.67
1971-02-25,0.02,0.37,4.66,0.94,3.55,0.38,4.55,50.58,303.07,2.21
1971-02-26,0.00,0.35,3.55,0.92,3.46,0.35,4.24,35.67,309.74,2.46
1971-02-27,1.06,0.31,2.76,0.91,3.43,0.49,4.34,43.37,301.94,6.17
1971-02-28,0.08,0.64,2.38,0.89,3.36,0.79,3.80,38.58,302.29,7.14
1971-03-01,19.89,0.67,2.70,1.23,4.63,0.95,3.73,20.77,304.44,7.08
1971-03-02,0.42,0.56,2.94,2.28,8.60,0.77,4.15,104.80,263.78,5.09
1971-03-03,0.00,0.34,2.67,1.94,7.31,0.34,4.29,57.73,294.95,3.99
1971-03-04,4.63,0.74,2.42,1.44,5.44,0.94,3.52,60.63,289.04,4.41
1971-03-05,2.29,0.00,4.31,1.65,6.21,0.10,5.63,30.93,316.83,4.77
1971-03-06,1.75,0.34,5.75,1.62,6.09,0.41,5.39,50.98,317.04,2.24
1971-03-07,0.00,0.39,6.63,1.54,5.81,0.39,5.79,49.75,322.93,5.50
1971-03-08,1.45,1.11,7.29,1.33,5.01,1.36,5.10,93.78,297.82,6.05
1971-03-09,2.49,0.54,4.32,1.27,4.77,0.82,4.74,58.05,307.09,8.57
1971-03-10,0.39,1.25,3.09,1.17,4.40,1.57,3.35,67.14,291.27,7.38
1971-03-11,10.71,0.64,3.85,1.43,5.39,0.81,3.76,25.50,309.20,3.75
1971-03-12,0.69,0.00,5.41,2.27,8.56,0.05,6.44,26.00,322.58,7.49
1971-03-13,0.00,1.35,6.23,1.56,5.88,1.35,4.44,130.17,275.86,5.64
1971-03-14,2.87,0.47,3.55,1.30,4.89,0.54,4.46,71.88,298.96,1.73
1971-03-15,8.66,0.50,2.86,1.29,4.86,0.66,4.22,62.53,300.76,4.07
1971-03-16,4.08,0.88,3.23,2.59,9.76,1.07,3.86,107.62,278.06,3.79
1971-03-17,0.00,0.81,2.48,2.19,8.27,0.82,3.82,135.40,262.59,2.18
1971-03-18,15.85,0.52,1.93,1.78,6.72,0.76,4.02,75.99,291.57,6.46
1971-03-19,36.03,0.32,2.37,9.94,37.46,0.60,4.27,37.22,305.40,11.21
1971-03-20,2.23,0.74,3.47,12.18,45.90,1.10,4.34,84.63,295.95,10.82
1971-03-21,0.31,1.05,4.01,4.56,17.19,1.32,4.37,155.39,266.07,8.47
1971-03-22,0.09,0.93,3.26,2.57,9.67,1.11,4.03,125.23,276.45,4.02
1971-03-23,0.55,0.84,5.54,2.03,7.66,1.08,4.83,65.93,316.32,5.86
1971-03-24,0.85,0.79,8.66,1.80,6.79,1.07,6.51,94.34,321.52,8.26
1971-03-25,0.21,1.33,5.38,1.63,6.14,1.63,4.49,139.98,282.40,7.51
1971-03-26,0.80,0.86,4.60,1.48,5.58,1.10,4.76,122.66,289.57,5.33
1971-03-27,2.76,1.44,4.66,1.39,5.23,1.67,3.77,135.70,279.44,4.47
1971-03-28,0.09,0.28,7.40,1.44,5.43,0.45,6.57,69.65,328.48,6.15
1971-03-29,2.67,0.90,8.08,1.32,4.98,1.13,5.83,65.33,332.52,5.40
1971-03-30,0.47,0.47,6.29,1.34,5.04,0.62,5.83,70.02,323.33,4.09
1971-03-31,0.00,1.16,4.75,1.27,4.78,1.16,4.09,100.16,299.82,4.18
1971-04-01,1.32,0.67,3.87,1.21,4.57,0.83,4.71,97.13,301.43,3.52
1971-04-02,0.36,0.66,4.82,1.19,4.49,0.80,5.00,86.28,310.63,3.37
1971-04-03,0.51,0.74,5.76,1.15,4.33,1.01,5.47,121.61,303.64,6.86
1971-04-04,0.33,0.23,4.32,1.13,4.27,0.50,5.39,69.31,316.36,5.38
1971-04-05,0.34,0.64,4.74,1.10,4.13,0.83,4.92,73.18,315.92,4.65
1971-04-06,0.27,0.52,4.91,1.07,4.05,0.60,5.48,74.52,317.88,1.65
1971-04-07,0.15,0.68,5.63,1.04,3.94,0.76,5.48,89.14,316.35,2.37
1971-04-08,0.01,1.51,6.57,1.02,3.86,1.52,5.54,195.76,284.90,1.91
1971-04-09,0.00,1.40,7.02,1.00,3.78,1.40,5.93,177.04,295.17,1.58
1971-04-10,0.00,1.32,6.85,0.98,3.71,1.32,5.56,164.02,297.95,2.82
1971-04-11,0.00,1.70,8.32,0.98,3.70,1.70,5.80,192.60,295.45,4.34
1971-04-12,0.00,1.28,8.03,0.96,3.62,1.28,6.23,152.77,309.63,2.36
1971-04-13,0.00,1.20,7.21,0.92,3.48,1.20,5.57,131.67,311.65,3.46
1971-04-14,0.17,1.61,6.33,0.92,3.45,1.71,5.61,216.16,282.80,2.41
1971-04-15,0.75,1.29,7.83,0.89,3.37,1.47,6.00,151.26,310.29,3.46
1971-04-16,2.27,1.89,6.91,0.86,3.25,2.23,4.80,173.81,295.44,9.33
1971-04-17,0.25,2.16,4.87,0.82,3.08,2.47,3.34,127.18,295.83,8.59
1971-04-18,0.00,2.14,6.98,0.79,2.99,2.14,4.73,207.25,285.93,11.17
1971-04-19,0.10,2.21,8.64,0.76,2.87,2.36,5.35,202.10,297.16,7.81
1971-04-20,0.00,2.16,6.55,0.75,2.84,2.16,4.52,228.70,278.04,4.92
1971-04-21,0.00,0.90,6.96,0.74,2.80,0.90,5.96,115.88,319.81,4.10
1971-04-22,3.58,1.27,7.19,0.74,2.79,1.54,5.47,123.80,317.57,6.58
1971-04-23,6.50,0.89,6.76,0.81,3.04,1.19,5.57,86.62,327.09,8.31
1971-04-24,0.01,1.66,7.14,0.82,3.11,1.71,5.32,186.81,299.33,9.65
1971-04-25,0.44,1.27,5.06,0.78,2.92,1.52,4.56,127.65,305.93,5.42
1971-04-26,3.69,1.69,5.05,0.74,2.79,1.93,4.44,196.80,285.91,4.77
1971-04-27,0.50,1.76,4.90,0.79,2.99,2.03,4.30,200.86,283.98,6.03
1971-04-28,0.38,1.51,5.26,0.77,2.91,1.83,4.39,131.64,305.87,8.16
1971-04-29,0.58,1.73,5.63,0.74,2.80,1.94,4.34,169.83,296.56,3.92
1971-04-30,0.00,1.87,6.72,0.72,2.73,1.87,5.43,225.97,290.63,3.26
1971-05-01,0.00,1.86,7.64,0.71,2.67,1.86,5.84,223.25,297.78,3.98
1971-05-02,0.00,1.91,9.91,0.70,2.65,1.91,6.09,156.84,325.14,4.81
1971-05-03,0.00,2.40,11.02,0.69,2.60,2.40,6.86,232.70,312.45,3.94
1971-05-04,0.00,2.99,9.01,0.66,2.50,2.99,5.24,297.77,281.12,4.10
1971-05-05,0.00,1.99,7.53,0.65,2.45,1.99,6.27,286.62,285.74,4.70
1971-05-06,1.62,1.46,8.04,0.65,2.44,1.71,6.29,188.44,311.66,5.50
1971-05-07,0.88,1.34,10.21,0.66,2.48,1.55,7.12,135.26,335.45,4.75
1971-05-08,0.11,2.01,11.68,0.65,2.45,2.17,7.59,195.10,328.49,4.33
1971-05-09,0.05,2.26,11.48,0.64,2.40,2.40,6.86,188.22,327.92,6.41
1971-05-10,0.00,3.36,13.57,0.62,2.35,3.36,6.94,242.11,323.11,6.74
1971-05-11,0.00,3.66,12.12,0.60,2.27,3.66,5.73,272.79,304.84,6.15
1971-05-12,0.00,3.36,10.04,0.59,2.23,3.36,6.06,343.97,282.00,3.53
1971-05-13,0.00,2.41,8.75,0.58,2.19,2.41,6.58,290.70,293.96,3.70
1971-05-14,5.40,2.21,8.58,0.58,2.17,2.45,5.71,224.16,305.69,5.04
1971-05-15,2.37,3.29,9.62,0.62,2.34,3.55,4.83,262.63,295.81,6.34
1971-05-16,0.54,1.86,8.36,0.61,2.29,2.08,5.92,201.27,311.72,6.26
1971-05-17,0.01,2.01,7.84,0.59,2.24,2.04,5.65,216.89,305.41,4.41
1971-05-18,0.25,2.60,9.02,0.58,2.19,2.79,5.47,243.43,302.86,5.84
1971-05-19,4.67,2.14,8.97,0.58,2.19,2.37,5.40,170.19,320.59,5.04
1971-05-20,0.00,1.84,11.28,0.54,2.05,1.84,7.14,157.25,337.77,4.12
1971-05-21,0.00,3.04,10.65,0.52,1.98,3.04,6.14,280.75,303.69,4.51
1971-05-22,0.22,1.86,9.06,0.51,1.94,2.01,6.84,244.37,309.31,5.80
1971-05-23,1.16,0.81,9.14,0.51,1.94,1.07,7.21,125.93,335.70,7.19
1971-05-24,0.00,1.24,8.95,0.51,1.91,1.24,6.57,132.09,333.00,6.46
1971-05-25,0.00,2.65,9.16,0.48,1.79,2.65,5.95,273.54,300.49,4.66
1971-05-26,16.29,1.51,8.95,0.58,2.18,1.77,6.30,147.99,329.31,6.09
1971-05-27,0.00,3.00,6.99,0.64,2.43,3.00,4.65,334.15,272.87,5.98
1971-05-28,7.12,1.48,7.84,0.58,2.19,1.66,6.47,182.11,318.04,3.45
1971-05-29,0.00,2.57,8.13,0.60,2.26,2.57,6.08,325.66,287.15,5.26
1971-05-30,0.07,1.10,10.49,0.55,2.07,1.25,7.44,113.84,345.22,6.70
1971-05-31,0.00,2.30,11.57,0.51,1.92,2.30,7.80,222.62,327.98,2.80
1971-06-01,0.00,2.66,11.03,0.49,1.84,2.66,7.39,270.33,313.88,3.33
1971-06-02,0.00,1.22,9.00,0.47,1.77,1.26,7.30,150.60,330.98,3.09
1971-06-03,0.00,1.64,9.04,0.44,1.66,1.64,6.30,157.99,328.12,4.17
1971-06-04,0.64,0.87,8.95,0.43,1.62,1.11,6.27,61.86,337.99,5.94
1971-06-05,0.08,1.39,9.30,0.44,1.65,1.53,6.42,121.11,337.82,7.60
1971-06-06,0.00,2.00,9.77,0.44,1.66,2.00,6.20,169.86,328.56,8.03
1971-06-07,0.26,1.46,9.15,0.44,1.65,1.71,6.23,120.59,337.18,6.19
1971-06-08,1.66,2.66,8.75,0.41,1.53,2.92,5.29,243.66,304.52,6.23
1971-06-09,2.52,2.35,8.28,0.40,1.52,2.60,5.39,226.87,307.25,5.38
1971-06-10,0.65,1.55,7.87,0.42,1.58,1.77,6.09,178.97,318.80,5.03
1971-06-11,3.65,1.56,9.28,0.45,1.68,1.87,6.24,129.90,335.87,8.14
1971-06-12,0.54,1.04,9.55,0.49,1.86,1.30,7.21,132.10,337.74,6.60
1971-06-13,0.42,1.85,8.37,0.48,1.82,2.10,5.35,140.24,327.71,5.38
1971-06-14,1.70,2.65,7.51,0.45,1.69,2.89,5.32,300.91,287.73,4.89
1971-06-15,2.49,1.99,8.35,0.43,1.63,2.20,5.32,164.43,322.02,4.41
1971-06-16,0.32,2.06,8.43,0.43,1.61,2.27,5.76,201.53,315.38,4.18
1971-06-17,0.89,2.29,8.41,0.43,1.61,2.58,5.68,242.70,305.80,7.19
1971-06-18,0.00,2.58,8.09,0.40,1.52,2.58,4.81,225.49,304.81,4.33
1971-06-19,5.53,2.59,9.38,0.39,1.48,2.81,5.61,229.99,312.11,4.62
1971-06-20,7.29,0.57,9.40,0.52,1.96,0.67,7.02,63.24,340.69,2.73
1971-06-21,4.13,1.42,9.74,0.58,2.20,1.63,6.88,139.30,336.97,4.70
1971-06-22,0.13,2.20,10.70,0.54,2.03,2.41,6.89,209.35,325.97,5.30
1971-06-23,7.33,1.48,10.33,0.51,1.92,1.65,7.13,137.92,340.13,3.61
1971-06-24,0.83,0.79,12.35,0.58,2.18,0.92,8.05,63.17,354.73,3.14
1971-06-25,2.29,2.57,14.09,0.56,2.12,2.78,8.54,214.92,342.14,5.12
1971-06-26,0.75,2.43,13.15,0.50,1.89,2.64,8.14,213.94,337.67,5.06
1971-06-27,2.69,2.99,12.20,0.48,1.82,3.23,7.04,259.88,321.00,5.89
1971-06-28,1.44,2.94,10.80,0.49,1.85,3.17,6.26,263.90,311.90,5.34
1971-06-29,1.50,3.18,10.70,0.47,1.75,3.37,6.22,294.17,304.33,3.98
1971-06-30,0.92,2.62,12.30,0.46,1.72,2.79,6.87,204.80,333.21,3.37
1971-07-01,0.06,2.72,16.96,0.45,1.71,2.79,10.66,219.88,355.27,3.89
1971-07-02,0.00,3.27,16.85,0.43,1.61,3.27,10.97,287.36,342.58,3.83
1971-07-03,0.00,2.71,16.04,0.40,1.52,2.71,10.37,243.66,346.23,4.64
1971-07-04,5.61,1.39,13.91,0.41,1.53,1.56,9.18,117.79,360.77,4.21
1971-07-05,0.00,3.34,14.70,0.44,1.64,3.34,8.72,286.27,328.16,3.79
1971-07-06,0.00,4.04,15.82,0.41,1.53,4.04,8.20,307.42,325.54,3.78
1971-07-07,0.00,4.28,17.08,0.39,1.47,4.28,10.39,362.49,326.51,3.90
1971-07-08,3.17,3.59,17.64,0.38,1.42,3.79,10.42,280.10,345.10,5.49
1971-07-09,0.00,2.98,12.64,0.38,1.44,2.98,7.16,251.01,322.70,4.07
1971-07-10,0.00,3.94,14.97,0.37,1.41,3.94,8.43,339.29,315.22,5.24
1971-07-11,0.29,3.08,16.46,0.38,1.42,3.32,9.48,225.46,349.40,6.72
1971-07-12,0.00,3.22,12.17,0.37,1.38,3.22,5.90,228.92,321.32,4.71
1971-07-13,0.12,2.50,12.48,0.36,1.36,2.69,7.01,185.82,336.64,4.99
1971-07-14,1.80,2.31,13.79,0.37,1.40,2.59,8.03,157.07,350.70,7.93
1971-07-15,1.20,3.09,14.18,0.37,1.41,3.42,7.85,222.30,336.47,11.25
1971-07-16,1.48,3.52,11.25,0.36,1.37,3.84,5.48,241.35,311.78,9.41
1971-07-17,0.00,3.13,10.76,0.36,1.37,3.13,5.74,259.55,306.12,5.88
1971-07-18,0.00,2.24,10.11,0.35,1.33,2.24,6.57,213.80,318.04,2.85
1971-07-19,0.00,2.16,10.22,0.34,1.30,2.16,7.09,224.18,317.36,3.03
1971-07-20,7.96,1.81,12.28,0.34,1.29,1.96,7.83,155.68,343.02,3.23
1971-07-21,0.11,1.29,11.50,0.39,1.48,1.40,8.25,139.88,343.19,3.78
1971-07-22,0.11,2.12,9.07,0.38,1.43,2.22,6.11,217.32,310.69,4.54
