date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1971-05-23,14.24,0.30,9.51,0.19,0.60,0.53,7.61,65.66,341.35,5.16
1971-05-24,1.12,0.54,9.77,0.28,0.90,0.72,7.31,65.94,342.50,5.29
1971-05-25,0.01,2.83,9.98,0.18,0.57,2.85,5.92,262.10,306.47,4.45
1971-05-26,3.35,2.28,8.95,0.14,0.44,2.49,5.76,214.69,313.33,4.15
1971-05-27,0.00,3.31,8.49,0.14,0.44,3.31,4.69,309.46,284.10,4.71
1971-05-28,3.00,2.45,8.18,0.11,0.36,2.60,5.97,261.18,301.11,2.67
1971-05-29,0.93,2.57,8.96,0.11,0.36,2.78,5.89,262.25,303.51,4.37
1971-05-30,1.66,1.39,11.73,0.10,0.32,1.63,7.85,124.61,349.54,5.82
1971-05-31,2.03,2.30,12.03,0.15,0.48,2.43,7.67,203.71,334.06,2.61
1971-06-01,0.01,3.42,11.92,0.14,0.46,3.44,7.23,323.53,304.23,3.07
1971-06-02,0.00,2.55,11.92,0.10,0.31,2.55,7.53,240.10,324.44,4.02
1971-06-03,0.00,1.85,10.02,0.09,0.27,1.85,6.57,168.34,330.92,6.19
1971-06-04,0.01,1.93,9.66,0.08,0.27,1.97,6.03,148.56,332.95,6.54
1971-06-05,0.11,1.50,9.68,0.08,0.27,1.68,6.45,118.45,340.88,6.76
1971-06-06,1.73,1.60,9.48,0.09,0.28,1.90,6.48,150.50,332.76,7.71
1971-06-07,0.39,0.68,9.52,0.09,0.28,0.84,6.98,68.82,341.22,5.38
1971-06-08,0.47,2.08,9.05,0.08,0.26,2.30,5.69,175.64,323.41,4.69
1971-06-09,0.60,1.79,7.52,0.08,0.25,1.98,5.40,171.50,317.34,4.24
1971-06-10,3.01,2.05,8.32,0.08,0.24,2.29,5.93,222.31,310.60,5.30
1971-06-11,12.28,0.57,10.07,0.19,0.59,0.81,7.43,69.29,343.89,7.84
1971-06-12,0.12,1.54,10.96,0.18,0.56,1.67,7.50,149.81,341.08,4.92
1971-06-13,0.43,1.73,9.75,0.11,0.36,1.92,6.11,130.48,338.29,4.03
1971-06-14,0.00,2.61,8.64,0.09,0.30,2.63,5.25,238.08,305.72,5.01
1971-06-15,0.77,1.90,8.30,0.09,0.28,2.07,5.57,171.47,321.35,3.31
1971-06-16,7.39,2.14,9.69,0.12,0.39,2.36,6.20,194.23,323.56,4.77
1971-06-17,0.29,2.54,9.19,0.13,0.42,2.74,5.62,230.58,311.19,4.71
1971-06-18,6.15,1.97,8.63,0.10,0.30,2.18,5.45,159.82,325.15,4.28
1971-06-19,17.20,2.41,11.40,0.14,0.45,2.61,6.82,201.87,330.48,4.35
1971-06-20,4.91,1.34,11.20,0.98,3.09,1.53,7.92,136.77,345.27,4.30
1971-06-21,1.99,1.38,10.79,0.66,2.08,1.60,7.35,125.40,345.60,5.36
1971-06-22,0.00,2.94,11.56,0.38,1.20,2.94,6.34,234.63,322.06,5.25
1971-06-23,0.00,1.80,12.17,0.23,0.72,1.80,7.56,141.33,348.61,3.06
1971-06-24,0.00,2.43,13.94,0.18,0.57,2.43,8.21,186.07,347.43,4.05
1971-06-25,4.60,2.37,14.99,0.16,0.49,2.60,8.84,166.52,356.95,6.04
1971-06-26,0.46,2.87,13.21,0.17,0.54,3.11,7.71,241.18,331.06,6.29
1971-06-27,0.06,3.28,12.45,0.13,0.41,3.41,6.52,246.23,323.22,6.51
1971-06-28,1.75,3.11,11.63,0.11,0.35,3.33,6.23,247.91,318.51,5.02
1971-06-29,0.61,2.50,11.06,0.10,0.31,2.67,6.67,217.32,324.87,3.58
1971-06-30,0.16,2.18,13.00,0.09,0.30,2.27,7.40,162.94,347.18,2.25
1971-07-01,0.00,2.61,17.27,0.09,0.28,2.61,10.66,198.86,360.85,2.94
1971-07-02,0.19,3.63,17.96,0.09,0.27,3.64,10.66,276.38,348.20,3.03
1971-07-03,1.42,2.94,17.33,0.08,0.24,3.06,11.22,246.30,352.26,3.49
1971-07-04,2.61,1.60,15.31,0.08,0.25,1.75,9.74,120.92,367.23,3.47
1971-07-05,0.00,3.40,15.45,0.09,0.28,3.40,9.14,281.73,332.94,3.31
1971-07-06,0.00,4.21,15.89,0.07,0.22,4.21,8.67,338.35,319.87,2.67
1971-07-07,0.00,4.14,17.63,0.06,0.20,4.14,9.77,312.84,336.00,3.56
1971-07-08,0.00,4.15,18.37,0.06,0.19,4.15,10.50,311.86,341.21,3.82
1971-07-09,0.00,2.39,15.06,0.06,0.20,2.39,8.72,166.88,355.88,4.65
1971-07-10,0.00,2.64,16.05,0.06,0.18,2.64,9.51,199.50,353.58,3.33
1971-07-11,0.00,3.78,18.01,0.05,0.15,3.78,9.91,267.85,347.28,4.24
1971-07-12,0.00,3.70,14.47,0.04,0.13,3.70,6.80,253.08,327.37,4.45
1971-07-13,0.00,3.59,13.54,0.04,0.11,3.59,7.20,299.92,313.09,2.39
1971-07-14,0.00,2.83,14.54,0.04,0.11,2.83,7.60,166.25,351.89,6.11
1971-07-15,0.00,3.59,15.80,0.04,0.13,3.59,8.46,248.77,338.30,8.69
1971-07-16,0.09,4.08,12.41,0.03,0.09,4.23,5.28,279.47,304.57,6.15
1971-07-17,0.00,3.59,11.50,0.02,0.07,3.59,5.75,300.36,297.84,4.66
1971-07-18,0.10,2.75,11.55,0.02,0.07,2.78,7.18,257.19,315.13,2.69
1971-07-19,0.92,2.03,11.68,0.03,0.10,2.18,7.33,176.04,335.57,2.91
1971-07-20,0.53,2.18,13.87,0.03,0.10,2.33,8.01,161.86,349.44,3.00
1971-07-21,7.10,1.72,13.83,0.04,0.14,1.86,8.50,129.85,357.10,3.01
1971-07-22,8.53,1.89,12.76,0.07,0.23,2.06,7.76,145.47,347.82,3.93
