date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1970-10-24,8.92,0.29,9.22,0.15,1.02,0.42,7.05,32.71,339.25,5.74
1970-10-25,6.84,0.48,9.62,0.53,3.53,0.65,6.87,36.98,336.66,5.41
1970-10-26,0.74,0.96,6.16,0.84,5.61,1.18,4.63,78.56,278.43,6.92
1970-10-27,4.86,0.76,5.10,0.47,3.16,0.94,4.12,30.01,315.82,3.97
1970-10-28,10.70,0.37,5.28,0.57,3.84,0.49,5.01,36.44,312.84,4.07
1970-10-29,3.94,0.26,7.88,1.57,10.50,0.39,6.40,35.69,326.79,5.84
1970-10-30,1.16,0.21,10.14,1.34,8.99,0.34,7.62,44.11,329.84,7.69
1970-10-31,14.74,1.06,10.18,2.60,17.40,1.33,6.29,27.54,343.48,7.00
1970-11-01,1.16,2.08,8.60,2.30,15.40,2.45,4.63,52.41,303.60,11.77
1970-11-02,6.50,0.44,8.49,1.16,7.74,0.61,6.32,27.14,335.03,5.43
1970-11-03,1.81,1.07,7.63,1.55,10.40,1.41,5.33,31.74,323.50,9.82
1970-11-04,5.94,0.61,6.84,1.36,9.08,0.84,5.41,27.22,324.81,6.70
1970-11-05,0.17,0.94,6.25,1.58,10.60,1.12,4.74,56.81,286.01,8.62
1970-11-06,0.20,0.39,4.49,1.11,7.43,0.44,4.27,32.58,303.74,2.92
1970-11-07,2.90,0.29,4.54,0.90,5.99,0.38,4.61,37.30,299.02,3.48
1970-11-08,0.77,0.79,6.07,0.89,5.98,1.10,4.93,29.84,314.23,8.73
1970-11-09,0.00,1.26,6.32,0.82,5.50,1.26,4.49,49.16,288.53,10.59
1970-11-10,0.80,0.86,6.61,0.65,4.32,1.05,4.43,23.32,321.58,4.31
1970-11-11,0.18,0.00,5.83,0.60,4.03,0.01,5.88,23.34,321.47,5.57
1970-11-12,0.08,0.58,3.61,0.58,3.88,0.68,4.05,48.12,274.67,6.77
1970-11-13,0.34,0.49,2.83,0.51,3.42,0.65,3.84,45.38,273.11,5.88
1970-11-14,0.59,0.26,1.00,0.46,3.08,0.34,3.38,38.29,272.14,3.44
1970-11-15,1.23,0.39,1.23,0.41,2.76,0.57,3.41,53.35,253.08,5.54
1970-11-16,0.50,0.00,1.46,0.37,2.48,0.00,4.41,34.49,282.56,4.93
1970-11-17,7.49,0.17,3.27,0.42,2.84,0.26,4.43,11.05,309.59,4.55
1970-11-18,5.04,0.22,3.64,0.86,5.77,0.31,4.35,34.91,287.18,4.04
1970-11-19,0.04,0.18,3.10,1.14,7.65,0.21,4.53,21.75,303.94,6.62
1970-11-20,4.10,0.54,2.36,0.89,5.96,0.73,3.42,28.82,284.60,4.51
1970-11-21,0.10,0.00,2.92,1.00,6.68,0.00,4.97,23.65,300.65,6.78
1970-11-22,3.95,0.29,2.76,0.73,4.89,0.42,3.89,35.48,277.06,4.39
1970-11-23,12.79,0.56,6.04,3.12,20.90,0.80,5.03,9.81,322.84,7.11
1970-11-24,0.09,0.00,7.86,2.93,19.60,0.00,7.19,9.63,333.74,7.18
1970-11-25,0.02,0.22,8.06,1.47,9.83,0.23,5.95,17.15,331.90,2.73
1970-11-26,6.82,0.10,5.99,1.08,7.22,0.14,5.35,17.37,320.94,2.50
1970-11-27,1.82,0.00,6.55,1.87,12.50,0.00,6.15,16.50,325.80,4.80
1970-11-28,3.60,0.00,7.45,2.14,14.30,0.00,6.51,16.17,330.19,3.93
1970-11-29,9.04,0.02,5.25,2.39,16.00,0.03,5.34,8.82,320.25,3.70
1970-11-30,6.52,0.00,4.81,4.57,30.60,0.00,5.39,8.68,318.54,6.83
1970-12-01,0.04,0.45,4.39,2.47,16.50,0.50,4.31,27.22,290.50,5.62
1970-12-02,6.48,0.18,5.30,1.75,11.70,0.27,5.17,8.43,320.10,5.36
1970-12-03,1.48,0.55,3.48,2.51,16.80,0.72,3.74,18.27,299.47,4.39
1970-12-04,2.07,0.17,3.64,1.90,12.70,0.29,4.46,31.54,279.04,6.10
1970-12-05,1.00,0.59,5.53,1.67,11.20,0.86,4.82,24.52,299.41,8.73
1970-12-06,0.70,0.72,4.52,1.34,8.94,0.99,4.12,25.00,290.77,7.18
1970-12-07,0.01,0.30,3.00,1.10,7.36,0.31,4.21,21.25,292.66,6.72
1970-12-08,0.02,0.15,1.82,0.94,6.28,0.16,3.29,35.78,256.12,2.97
1970-12-09,0.03,0.00,2.80,0.85,5.69,0.00,4.18,29.67,275.12,2.00
1970-12-10,0.00,0.00,2.46,0.78,5.23,0.00,4.30,15.27,301.50,1.73
1970-12-11,0.00,0.00,3.16,0.73,4.89,0.00,4.73,14.29,307.52,3.59
1970-12-12,0.19,0.05,3.79,0.68,4.52,0.07,4.83,13.86,310.99,4.26
1970-12-13,0.00,0.21,3.57,0.62,4.17,0.21,4.29,21.82,291.85,4.46
1970-12-14,0.00,0.03,2.92,0.57,3.83,0.03,4.45,14.18,305.24,2.91
1970-12-15,0.01,0.40,3.12,0.54,3.63,0.41,3.99,14.00,304.44,4.81
1970-12-16,1.24,0.25,5.46,0.52,3.46,0.38,5.12,22.43,300.53,6.94
1970-12-17,1.07,0.56,5.79,0.56,3.74,0.80,4.73,26.36,292.13,7.06
1970-12-18,0.68,0.34,7.27,0.59,3.95,0.47,5.73,12.80,329.16,5.33
1970-12-19,2.69,0.12,8.40,0.59,3.98,0.21,6.72,13.34,334.27,7.78
1970-12-20,0.15,0.37,3.96,0.84,5.63,0.49,4.12,33.72,268.49,5.83
1970-12-21,0.63,0.61,1.42,0.67,4.48,0.76,3.11,29.36,262.06,6.29
1970-12-22,4.02,0.53,1.76,0.55,3.71,0.76,3.48,14.79,294.76,5.96
1970-12-23,8.11,0.01,2.95,1.00,6.72,0.01,4.70,14.96,304.23,7.40
1970-12-24,2.32,0.07,1.98,2.45,16.40,0.11,4.18,13.29,302.08,4.26
1970-12-25,6.47,0.41,1.77,1.58,10.60,0.59,3.49,19.93,284.23,5.14
1970-12-26,2.71,0.09,1.81,2.69,18.00,0.16,4.17,17.82,292.27,7.06
1970-12-27,4.64,0.40,0.76,1.94,13.00,0.63,3.45,7.46,295.58,7.07
1970-12-28,9.17,0.16,1.43,3.66,24.50,0.26,3.93,7.50,300.38,5.94
1970-12-29,3.77,0.30,1.91,3.72,24.90,0.53,4.02,14.70,298.98,8.88
1970-12-30,4.37,0.45,0.43,2.33,15.60,0.73,3.33,22.67,274.58,8.60
1970-12-31,1.61,0.17,-0.77,1.60,10.70,0.24,3.24,22.16,271.39,5.90
1971-01-01,0.03,0.25,-0.89,1.28,8.60,0.28,2.94,21.58,269.28,4.45
1971-01-02,0.00,0.05,0.02,1.15,7.67,0.05,3.44,15.29,288.65,2.52
1971-01-03,0.00,0.04,-1.08,1.01,6.78,0.04,2.95,23.70,265.46,2.25
1971-01-04,0.00,0.09,-2.03,0.91,6.12,0.09,2.89,14.87,279.63,2.79
1971-01-05,0.56,0.08,-2.33,0.84,5.59,0.10,2.92,8.11,281.06,3.84
1971-01-06,4.73,0.90,2.89,0.84,5.62,1.17,3.27,8.22,302.88,6.11
1971-01-07,0.61,0.00,4.59,8.52,57.00,0.00,6.76,18.61,311.91,10.37
1971-01-08,0.47,0.67,8.20,3.33,22.30,0.84,5.75,20.79,320.97,7.57
1971-01-09,0.02,0.62,9.28,2.03,13.60,0.65,6.62,15.55,338.19,10.94
1971-01-10,0.01,1.39,10.12,1.44,9.64,1.43,5.35,26.90,316.55,7.16
1971-01-11,0.00,0.10,4.50,1.13,7.53,0.10,4.88,25.56,296.83,4.74
1971-01-12,0.00,0.12,1.42,0.98,6.56,0.12,3.48,15.68,297.77,1.70
1971-01-13,0.30,0.00,2.39,0.89,5.96,0.00,4.73,11.68,306.94,2.08
1971-01-14,4.13,0.00,3.45,0.93,6.23,0.00,5.03,16.51,311.14,2.68
1971-01-15,0.01,0.00,2.89,1.11,7.41,0.00,4.61,16.72,307.80,1.27
1971-01-16,0.02,0.08,1.88,0.93,6.21,0.09,3.79,25.59,285.79,2.43
1971-01-17,0.18,0.30,2.91,0.84,5.64,0.37,4.06,18.45,303.97,4.01
1971-01-18,5.18,0.31,3.88,0.80,5.34,0.52,4.68,17.84,311.73,8.18
1971-01-19,0.12,0.46,5.19,1.25,8.37,0.61,4.76,33.22,292.57,7.02
1971-01-20,8.61,0.36,3.65,0.96,6.44,0.49,4.11,30.08,289.75,4.38
1971-01-21,6.63,0.00,3.34,4.45,29.80,0.00,5.11,20.52,308.38,6.17
1971-01-22,4.91,0.02,3.48,2.38,15.90,0.03,4.60,14.77,310.85,1.61
1971-01-23,0.95,0.03,3.77,2.56,17.10,0.05,4.94,24.89,304.35,5.45
1971-01-24,5.07,0.42,4.22,1.84,12.30,0.67,4.63,32.27,294.63,8.66
1971-01-25,0.43,0.11,4.86,2.47,16.50,0.15,5.19,27.09,307.63,5.05
1971-01-26,1.75,0.19,3.05,1.69,11.30,0.25,4.18,24.24,301.93,2.76
1971-01-27,3.53,0.00,3.35,1.67,11.20,0.00,4.88,21.24,310.58,2.10
1971-01-28,36.82,0.04,3.63,13.55,90.70,0.06,4.90,21.45,312.16,3.57
1971-01-29,1.67,0.09,3.01,9.19,61.50,0.12,4.41,24.91,303.99,2.24
1971-01-30,2.61,0.16,1.11,3.68,24.60,0.23,3.84,25.58,294.19,3.80
1971-01-31,0.75,0.26,0.86,2.85,19.10,0.52,3.83,32.66,284.95,11.06
1971-02-01,0.07,0.77,0.45,2.09,14.00,0.92,2.80,28.32,284.66,5.59
1971-02-02,2.44,0.98,3.23,1.76,11.80,1.27,3.43,13.82,305.11,6.93
1971-02-03,0.00,0.00,5.13,3.12,20.90,0.01,6.40,48.44,298.69,8.13
1971-02-04,0.00,0.39,5.92,1.75,11.70,0.39,4.48,72.15,270.74,2.74
1971-02-05,0.00,0.08,3.33,1.40,9.36,0.08,4.46,28.30,306.81,1.20
1971-02-06,0.00,0.27,3.63,1.22,8.18,0.27,4.34,25.93,310.71,2.68
1971-02-07,0.00,0.35,5.55,1.10,7.35,0.35,5.09,36.34,311.09,4.29
1971-02-08,0.07,0.18,5.10,1.01,6.76,0.23,5.31,32.23,314.66,5.09
1971-02-09,0.06,0.34,5.26,0.94,6.31,0.38,5.04,34.85,312.75,4.40
1971-02-10,0.02,0.75,4.97,0.89,5.94,0.78,4.33,43.57,301.42,5.60
1971-02-11,1.09,0.49,4.37,0.82,5.48,0.67,4.52,45.52,299.09,5.05
1971-02-12,4.27,0.65,5.55,0.84,5.60,0.98,5.05,41.43,310.17,10.61
1971-02-13,2.63,0.91,3.55,1.32,8.81,1.27,4.01,55.12,286.97,10.50
1971-02-14,2.70,0.83,2.48,1.24,8.32,1.16,3.66,69.25,270.60,8.62
1971-02-15,0.00,0.55,1.70,1.52,10.20,0.55,3.53,68.97,268.76,4.71
1971-02-16,0.89,0.47,-1.05,1.03,6.88,0.60,2.74,93.47,237.15,3.20
1971-02-17,5.30,0.21,-0.46,0.95,6.33,0.33,3.40,21.14,290.67,5.28
1971-02-18,0.08,0.08,1.69,1.24,8.29,0.11,4.40,46.64,293.43,3.31
1971-02-19,1.73,0.62,2.77,1.17,7.86,0.76,3.53,79.71,268.44,3.15
1971-02-20,1.19,0.00,4.56,1.49,10.00,0.21,5.85,63.51,298.77,6.52
1971-02-21,0.00,0.81,5.11,1.24,8.27,0.82,4.59,92.70,275.72,6.63
1971-02-22,0.00,0.93,4.70,0.94,6.28,0.93,4.02,81.66,279.96,4.82
1971-02-23,0.00,0.57,4.92,0.84,5.65,0.57,4.76,60.73,300.58,5.06
1971-02-24,0.00,0.57,6.14,0.78,5.21,0.57,5.13,62.17,306.59,3.86
1971-02-25,0.00,0.28,4.19,0.72,4.81,0.28,4.79,42.56,311.97,1.86
1971-02-26,0.00,0.16,3.45,0.68,4.53,0.16,4.38,27.52,310.09,1.49
1971-02-27,3.93,0.40,1.79,0.64,4.29,0.55,3.90,43.18,299.92,4.18
1971-02-28,0.10,0.29,0.65,0.64,4.30,0.34,3.77,45.91,293.76,4.12
1971-03-01,8.34,0.54,0.99,0.67,4.51,0.74,3.37,32.03,295.89,5.00
1971-03-02,0.82,0.82,2.13,1.07,7.19,1.05,3.70,122.46,255.70,5.71
1971-03-03,0.23,0.52,1.37,1.24,8.28,0.60,3.62,73.70,281.39,3.16
1971-03-04,1.87,0.49,-0.59,0.97,6.51,0.60,3.07,83.52,266.57,2.41
1971-03-05,2.27,0.05,0.72,1.00,6.71,0.07,4.04,27.67,298.07,3.10
1971-03-06,0.80,0.35,2.35,1.54,10.30,0.44,4.29,59.57,298.21,2.63
1971-03-07,0.86,0.31,3.53,1.49,9.96,0.42,4.42,27.58,310.57,3.75
1971-03-08,0.01,0.74,5.09,1.48,9.88,0.76,4.72,76.52,302.56,4.27
1971-03-09,0.44,0.78,5.03,1.05,7.02,1.01,4.83,82.85,300.16,6.93
1971-03-10,3.11,1.38,2.12,0.91,6.06,1.67,2.87,91.45,274.95,6.17
1971-03-11,2.11,0.62,3.69,0.94,6.27,0.79,4.25,53.13,309.41,3.88
1971-03-12,0.39,0.37,5.65,1.15,7.68,0.52,5.61,60.83,318.05,7.55
1971-03-13,1.84,1.09,6.25,0.97,6.52,1.32,4.86,101.08,298.73,5.23
1971-03-14,3.23,0.46,3.78,1.01,6.79,0.55,4.55,54.12,311.75,2.22
1971-03-15,0.12,0.66,2.97,1.36,9.07,0.79,4.19,79.09,295.79,4.48
1971-03-16,3.81,0.84,2.23,1.00,6.72,0.99,3.66,112.18,275.55,2.92
1971-03-17,6.22,0.84,2.13,1.69,11.30,0.98,3.71,122.41,271.86,2.58
1971-03-18,33.74,0.02,2.43,11.62,77.80,0.11,4.68,33.36,306.99,8.91
1971-03-19,19.47,0.07,3.48,12.69,84.90,0.13,4.99,33.90,312.11,6.46
1971-03-20,8.51,0.53,3.38,14.36,96.10,0.83,4.59,71.47,305.12,9.35
1971-03-21,0.81,1.03,3.66,5.02,33.60,1.35,4.27,126.99,281.54,9.42
1971-03-22,0.01,1.28,3.12,2.99,20.00,1.29,3.65,145.83,268.78,4.91
1971-03-23,3.18,0.94,4.33,2.53,16.90,1.19,4.26,62.38,313.05,5.83
1971-03-24,0.15,0.91,7.86,2.93,19.60,1.06,6.02,85.32,323.48,7.47
1971-03-25,0.26,1.38,5.34,1.93,12.90,1.64,4.49,136.17,287.82,7.39
1971-03-26,0.05,1.09,4.37,1.46,9.80,1.17,4.37,118.79,291.63,5.42
1971-03-27,1.33,1.35,4.29,1.23,8.22,1.54,4.01,159.08,273.82,3.44
1971-03-28,0.18,0.57,6.55,1.16,7.77,0.67,5.85,71.44,324.90,5.37
1971-03-29,1.03,0.73,7.90,1.07,7.18,0.94,5.77,39.79,332.52,5.53
1971-03-30,0.36,0.86,6.29,1.01,6.79,0.99,5.55,107.72,310.32,4.16
1971-03-31,0.65,0.83,3.61,0.96,6.44,0.96,4.15,83.00,304.68,2.96
1971-04-01,0.36,0.77,3.11,0.90,6.04,0.87,4.26,94.44,299.64,2.86
1971-04-02,0.21,0.81,4.02,0.83,5.54,0.99,4.59,95.45,304.53,4.58
1971-04-03,1.59,0.77,4.40,0.77,5.17,1.04,4.85,101.00,305.46,6.59
1971-04-04,4.23,0.54,3.91,0.78,5.21,0.75,4.86,74.92,312.90,5.65
1971-04-05,1.03,0.41,4.55,1.10,7.39,0.56,4.89,43.21,316.22,4.27
1971-04-06,0.11,0.73,5.29,1.01,6.75,0.78,5.30,88.67,315.82,1.98
1971-04-07,0.51,0.75,4.83,0.87,5.79,0.85,5.12,96.37,311.26,3.09
1971-04-08,0.02,1.11,5.78,0.80,5.35,1.13,5.20,133.12,303.63,2.84
1971-04-09,0.00,1.49,5.48,0.70,4.70,1.50,4.93,187.80,284.17,2.65
1971-04-10,0.00,1.28,5.71,0.62,4.13,1.28,5.16,157.59,296.38,2.68
1971-04-11,0.00,1.94,7.30,0.58,3.85,1.94,5.38,226.95,281.41,2.78
1971-04-12,0.00,1.43,6.68,0.54,3.60,1.43,5.60,176.38,296.99,3.02
1971-04-13,0.00,1.14,6.32,0.52,3.46,1.14,5.34,125.64,310.96,3.00
1971-04-14,0.08,1.68,5.82,0.50,3.34,1.72,4.90,199.80,284.69,2.40
1971-04-15,0.39,1.57,6.74,0.47,3.13,1.69,5.28,175.54,297.83,2.90
1971-04-16,2.76,1.68,6.57,0.48,3.21,1.98,4.98,172.27,297.43,7.27
1971-04-17,0.12,2.15,4.30,0.48,3.24,2.25,3.18,132.17,292.58,8.03
1971-04-18,0.02,2.15,7.54,0.43,2.88,2.22,4.91,178.77,299.64,9.90
1971-04-19,0.00,2.06,9.04,0.39,2.61,2.07,5.41,152.83,316.06,6.29
1971-04-20,0.00,2.04,7.52,0.35,2.37,2.04,4.70,185.71,297.51,3.41
1971-04-21,0.05,1.48,8.23,0.46,3.08,1.51,5.80,137.97,319.43,4.32
1971-04-22,5.84,1.61,8.25,0.24,1.60,1.83,5.54,134.76,320.05,4.67
1971-04-23,33.61,0.32,7.74,4.62,30.90,0.47,6.58,52.86,332.89,5.93
1971-04-24,0.65,0.96,6.10,6.83,45.70,1.27,5.42,110.84,318.47,8.24
1971-04-25,0.26,1.46,4.57,1.87,12.50,1.62,4.41,162.02,294.76,4.58
1971-04-26,0.00,1.65,3.87,1.20,8.04,1.65,3.94,180.89,284.87,4.50
1971-04-27,0.28,1.56,3.72,0.95,6.39,1.78,4.04,181.04,285.35,5.05
1971-04-28,0.49,1.88,4.65,0.82,5.47,2.14,3.96,188.32,286.46,5.45
1971-04-29,0.28,1.50,5.86,0.71,4.73,1.64,4.72,148.06,306.37,3.20
1971-04-30,1.14,1.25,5.94,0.66,4.39,1.38,5.26,138.75,311.47,3.07
1971-05-01,0.00,1.97,6.34,0.64,4.27,1.97,5.05,220.05,291.90,3.16
1971-05-02,0.00,2.29,7.11,0.57,3.79,2.29,5.20,253.42,287.06,3.65
1971-05-03,0.00,2.98,8.57,0.53,3.58,2.98,5.29,305.13,279.30,3.29
1971-05-04,0.00,2.97,8.53,0.50,3.36,2.97,5.10,294.65,281.33,3.23
1971-05-05,0.00,2.42,8.14,0.47,3.12,2.42,5.85,279.19,288.71,4.55
1971-05-06,8.80,1.94,9.75,0.45,3.04,2.17,6.34,175.23,322.77,5.05
1971-05-07,0.39,1.58,10.70,0.61,4.05,1.75,7.22,144.40,336.35,3.64
1971-05-08,0.00,2.13,11.48,0.56,3.74,2.13,7.17,186.05,329.87,4.01
1971-05-09,1.59,2.12,11.31,0.48,3.22,2.33,6.97,175.45,331.56,5.65
1971-05-10,0.32,2.52,13.60,0.43,2.90,2.70,7.98,191.50,339.68,6.80
1971-05-11,1.11,2.84,12.84,0.48,3.24,3.00,6.83,208.75,329.79,4.14
1971-05-12,0.02,2.81,10.75,0.41,2.77,2.84,6.67,269.00,306.83,3.71
1971-05-13,0.01,2.34,8.99,0.37,2.50,2.36,6.45,260.58,302.10,4.01
1971-05-14,0.09,2.77,8.69,0.35,2.35,2.85,5.36,267.86,294.68,3.71
1971-05-15,0.32,2.67,8.64,0.34,2.27,2.85,4.99,221.22,304.72,5.94
1971-05-16,1.11,2.11,7.55,0.33,2.18,2.37,5.42,224.57,302.07,6.15
1971-05-17,1.79,2.06,7.40,0.33,2.21,2.28,5.29,206.62,305.52,4.74
1971-05-18,0.03,3.10,9.55,0.33,2.20,3.17,5.34,274.08,297.37,5.46
1971-05-19,0.00,2.47,8.39,0.31,2.08,2.47,5.30,229.86,304.18,4.01
1971-05-20,0.00,1.99,9.96,0.29,1.95,1.99,6.52,179.14,326.64,3.42
1971-05-21,0.00,3.42,10.18,0.28,1.90,3.42,6.18,339.53,289.20,3.86
1971-05-22,7.69,2.33,9.46,0.28,1.90,2.55,6.37,237.84,311.27,4.83
1971-05-23,24.70,0.25,8.68,0.56,3.76,0.51,7.33,64.32,337.48,5.48
1971-05-24,1.03,0.52,9.02,2.81,18.80,0.70,7.03,64.59,338.94,5.54
1971-05-25,0.01,2.81,9.31,1.30,8.73,2.83,5.75,268.16,301.99,4.37
1971-05-26,1.96,2.18,8.23,0.80,5.37,2.40,5.61,212.43,310.53,4.37
1971-05-27,0.37,3.21,7.62,0.62,4.13,3.39,4.52,314.21,279.30,4.89
1971-05-28,1.65,2.33,7.47,0.52,3.50,2.49,5.83,255.77,299.24,2.77
1971-05-29,3.40,2.50,8.14,0.49,3.28,2.72,5.71,267.30,298.71,4.42
1971-05-30,3.23,1.32,10.90,0.49,3.25,1.55,7.57,122.26,345.95,5.79
1971-05-31,4.70,2.23,11.26,0.58,3.91,2.36,7.45,203.14,330.50,2.67
1971-06-01,0.00,3.35,11.17,1.10,7.34,3.35,7.00,324.32,300.69,3.21
1971-06-02,0.00,2.40,11.12,0.62,4.14,2.40,7.32,232.62,322.44,4.00
1971-06-03,0.00,1.82,9.26,0.48,3.19,1.82,6.31,170.85,326.50,6.03
1971-06-04,0.16,1.85,8.93,0.41,2.72,1.95,5.84,147.13,329.63,6.45
1971-06-05,0.69,1.46,9.04,0.37,2.49,1.70,6.24,118.48,337.53,6.72
1971-06-06,2.26,1.68,8.89,0.36,2.43,1.98,6.20,159.09,327.64,7.74
1971-06-07,0.81,0.70,8.85,0.39,2.61,0.89,6.67,67.44,337.94,5.47
1971-06-08,0.70,2.07,8.36,0.37,2.46,2.28,5.44,177.21,319.37,4.80
1971-06-09,0.27,1.81,6.80,0.34,2.28,1.99,5.17,179.18,311.89,4.30
1971-06-10,2.00,1.96,7.56,0.31,2.10,2.20,5.73,218.73,307.82,5.31
1971-06-11,12.88,0.62,9.31,0.56,3.73,0.88,7.05,67.91,340.28,8.08
1971-06-12,0.15,1.44,10.20,1.37,9.14,1.57,7.26,145.64,338.24,5.26
1971-06-13,0.19,1.66,8.89,0.70,4.71,1.80,5.82,126.10,334.81,4.19
1971-06-14,0.11,2.59,7.92,0.52,3.47,2.65,5.06,245.36,300.49,4.85
1971-06-15,3.55,1.84,7.67,0.44,2.95,2.01,5.39,167.42,319.07,3.36
1971-06-16,2.29,2.03,8.90,0.50,3.35,2.25,6.01,189.96,320.75,4.71
1971-06-17,0.56,2.47,8.43,0.48,3.23,2.66,5.42,232.18,307.21,5.00
1971-06-18,4.48,1.95,7.88,0.42,2.78,2.16,5.23,163.79,320.35,4.25
1971-06-19,18.54,2.45,10.66,0.44,2.94,2.66,6.48,209.34,324.80,4.39
1971-06-20,4.01,1.30,10.38,3.56,23.80,1.48,7.58,133.24,342.04,4.11
1971-06-21,1.50,1.38,10.04,1.96,13.10,1.61,7.05,127.55,341.42,5.41
1971-06-22,0.13,2.78,10.79,1.30,8.71,2.85,6.16,226.96,320.24,5.24
1971-06-23,0.07,1.71,11.35,0.91,6.06,1.78,7.33,139.58,344.95,3.15
1971-06-24,0.06,2.18,13.03,0.73,4.90,2.27,7.92,169.02,346.66,4.00
1971-06-25,4.31,2.31,14.20,0.64,4.27,2.54,8.57,170.78,352.16,6.06
1971-06-26,1.64,2.71,12.44,0.64,4.30,2.95,7.50,233.92,329.07,6.25
1971-06-27,0.34,3.22,11.74,0.63,4.23,3.40,6.33,252.39,318.31,6.63
1971-06-28,0.16,3.02,10.87,0.51,3.40,3.18,6.00,246.70,315.06,5.10
1971-06-29,0.24,2.54,10.32,0.44,2.97,2.65,6.36,226.15,318.96,3.62
1971-06-30,0.27,2.13,12.20,0.40,2.65,2.23,7.07,161.04,343.46,2.32
1971-07-01,0.00,2.60,16.54,0.35,2.33,2.60,10.33,202.64,356.54,3.11
1971-07-02,0.01,3.58,17.12,0.30,2.01,3.59,10.30,279.74,343.37,3.14
1971-07-03,1.82,2.81,16.51,0.28,1.88,2.88,10.84,239.74,349.52,3.50
1971-07-04,1.38,1.54,14.61,0.91,6.11,1.67,9.49,120.06,363.98,3.48
1971-07-05,0.23,3.41,14.73,0.54,3.64,3.48,8.79,288.08,327.83,3.37
1971-07-06,0.00,4.22,15.27,0.38,2.54,4.22,8.33,342.32,315.48,2.78
1971-07-07,0.00,4.14,17.06,0.29,1.97,4.14,9.61,319.13,332.09,3.59
1971-07-08,0.00,4.10,17.75,0.26,1.71,4.10,10.16,310.69,338.18,4.04
1971-07-09,0.00,2.43,14.17,0.24,1.61,2.43,8.24,174.37,349.56,4.61
1971-07-10,0.00,2.79,15.25,0.23,1.56,2.79,9.14,220.38,344.93,3.58
1971-07-11,0.09,3.64,17.09,0.22,1.47,3.72,9.50,261.69,344.02,4.56
1971-07-12,0.00,3.64,13.56,0.20,1.35,3.64,6.40,256.13,321.57,4.38
1971-07-13,0.00,3.49,12.81,0.20,1.31,3.49,6.94,294.64,310.86,2.60
1971-07-14,0.00,2.74,13.84,0.19,1.25,2.75,7.37,163.95,348.84,6.27
1971-07-15,0.00,3.43,14.92,0.18,1.23,3.43,8.14,245.46,334.75,8.89
1971-07-16,0.04,3.97,11.65,0.17,1.17,4.01,5.10,278.10,301.39,6.42
1971-07-17,0.00,3.51,10.81,0.17,1.16,3.51,5.56,299.93,294.78,4.71
1971-07-18,0.00,2.69,10.73,0.17,1.16,2.69,6.92,258.74,310.91,2.76
1971-07-19,0.90,1.94,10.87,0.18,1.22,2.09,7.16,176.14,331.70,3.02
1971-07-20,0.42,2.16,13.13,0.19,1.30,2.26,7.72,163.86,345.16,3.11
1971-07-21,15.73,1.61,12.95,0.22,1.47,1.76,8.28,128.05,353.15,3.17
1971-07-22,8.63,1.80,11.64,0.40,2.65,1.99,7.34,144.25,342.50,4.17
